Longitud,Latitud,ID_CRE,Razon_Social,Colonia,CP,Municipio,Entidad,Franquicia_Marca,Gas87,Gas91,Diesel
-103.4711,20.54878,2302,"PETROMAX, S. A. DE C. V.",NICOLÁS R. CASILLAS,45640,TLAJOMULCO DE ZÚÑIGA,Jalisco,Petro Seven,15.99,16.99,
-100.2875,25.82599,2550,"PETROMAX, S. A. DE C. V.",SOCRATES RIZO,66084,GENERAL ESCOBEDO,Nuevo Leon,Petro Seven,16.69,17.89,19.99
-100.4822,25.67927,2198,"PETROMAX, S. A. DE C. V.",LUIS ECHEVERRÍA,66358,SANTA CATARINA,Nuevo Leon,Petro Seven,16.89,18.29,
-100.1625,25.73066,2281,"PETROMAX, S. A. DE C. V.",EX HACIENDA DEL HUINALA,66640,APODACA,Nuevo Leon,Petro Seven,16.89,18.09,
-100.4652,25.68592,2065,"PETROMAX, S. A. DE C. V.",PÍO XII,66350,SANTA CATARINA,Nuevo Leon,Petro Seven,15.69,17.39,
-100.1696,25.64484,2119,"PETROMAX, S. A. DE C. V.",EX HACIENDA EL ROSARIO,67195,JUÁREZ,Nuevo Leon,Petro Seven,14.99,16.69,
-103.4448,20.5867,2545,"PETROMAX, S. A. DE C. V.",PREDIO CERRO DE LA ANTIGUA,45640,TLAJOMULCO DE ZÚÑIGA,Jalisco,Petro Seven,16.19,16.99,
-100.995,25.47064,2145,"PETROMAX, S. A. DE C. V.",OMEGA,25100,SALTILLO,Coahuila,Petro Seven,15.49,16.79,19.19
-100.2664,25.66576,2204,"PETROMAX, S. A. DE C. V.",SANTA MARGARITA,67140,GUADALUPE,Nuevo Leon,Petro Seven,16.49,18.09,19.99
-100.1539,25.42441,2278,"PETROMAX, S. A. DE C. V.",FIDEL VELÁZQUEZ,66496,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,Petro Seven,14.99,16.89,
-98.15037,25.59716,2546,"PETROMAX, S. A. DE C. V.",LOS ALMENDROS,88799,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-100.3883,25.77217,2146,"PETROMAX, S. A. DE C. V.",SAN BERNABE,64100,MONTERREY,Nuevo Leon,Petro Seven,15.49,16.49,
-106.0861,28.66151,2450,"PETROMAX, S. A. DE C. V.",MAGISTERIAL UNIVERSIDAD,31200,CHIHUAHUA,Chihuahua,Petro Seven,15.69,16.99,19.29
-101.0904,25.26543,2460,"PETROMAX, S. A. DE C. V.",S/C,25320,SALTILLO,Coahuila,Petro Seven,15.49,16.79,19.19
-100.2573,25.76571,2301,"PETROMAX, S. A. DE C. V.",LA ENRAMADA,66635,APODACA,Nuevo Leon,Petro Seven,16.19,17.89,
-100.9627,25.50189,2247,"PETROMAX, S. A. DE C. V.",S/C,25207,SALTILLO,Coahuila,Petro Seven,15.49,16.79,19.19
-103.4854,25.59509,2345,"PETROMAX, S. A. DE C. V.",RINCÓN DE SAN ANTONIO,35010,TORREÓN,Coahuila,Petro Seven,15.99,16.49,19.49
-103.3584,25.53979,2280,"PETROMAX, S. A. DE C. V.",AMPLIACIÓN VALLES DEL NAZAS,27083,TORREÓN,Coahuila,Petro Seven,16.19,17.29,
-100.9894,25.424,2337,"PETROMAX, S. A. DE C. V.",CENTRO,25000,SALTILLO,Coahuila,Petro Seven,13.99,15.99,
-100.7929,19.90299,2399,"GRUPO OCTANO, S. A. DE C. V.",S/C,58950,ZINAPÉCUARO,Michoacan,Octano,15.54,16.98,18.98
-104.8809,21.51005,2501,"GRUPO OCTANO, S. A. DE C. V.",LUIS DONALDO COLOSIO,63178,TEPIC,Nayarit,Octano,16.99,17.99,19.99
-105.2258,20.69032,2184,"GRUPO OCTANO, S. A. DE C. V.",LAS MOJONERAS,48290,PUERTO VALLARTA,Jalisco,Octano,16.49,19.35,20.35
-105.3483,20.95066,2257,"GRUPO OCTANO, S. A. DE C. V.",S/C,63729,BAHÍA DE BANDERAS,Nayarit,Octano,16.49,19.35,20.35
-105.3207,20.74955,2360,"GRUPO OCTANO, S. A. DE C. V.",BUCERIAS,63732,BAHÍA DE BANDERAS,Nayarit,Octano,16.49,19.35,
-99.10912,19.47922,2267,"PETROMAX, S. A. DE C. V.",ARAGON,7000,GUSTAVO A. MADERO,Ciudad de Mexico,Petro Seven,15.29,15.99,
-100.1466,25.66026,2067,"PETROMAX, S. A. DE C. V.",TAMAULIPAS,67190,GUADALUPE,Nuevo Leon,Petro Seven,14.69,16.49,
-98.33169,26.07043,2303,"PETROMAX, S. A. DE C. V.",LAS QUINTAS,88710,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-100.4024,25.76277,2217,"PETROMAX, S. A. DE C. V.",CD. SOLIDARIDAD,64100,MONTERREY,Nuevo Leon,Petro Seven,15.49,16.49,
-100.2357,25.71714,2290,"PETROMAX, S. A. DE C. V.",HACIENDA LOS MORALES,66495,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,Petro Seven,16.89,18.29,
-98.23244,26.02191,2211,"PETROMAX, S. A. DE C. V.",ALMAGUER TAMAULIPAS,88780,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-103.4968,25.5994,2279,"PETROMAX, S. A. DE C. V.",S/C,35070,GÓMEZ PALACIO,Durango,Petro Seven,15.99,16.49,19.49
-100.3696,25.66981,2453,"PETROMAX, S. A. DE C. V.",MIRAVALLE,64660,MONTERREY,Nuevo Leon,Petro Seven,16.89,18.29,
-116.9343,32.49222,2324,"PETROMAX, S. A. DE C. V.",RÍO TIJUANA TERCERA ETAPA,22226,TIJUANA,Baja California,Petro Seven,13.99,16.99,
-103.4194,20.61091,2435,"PETROMAX, S. A. DE C. V.",EL MANTE,45235,SAN PEDRO TLAQUEPAQUE,Jalisco,Petro Seven,16.19,16.99,
-100.318,25.77943,2232,"PETROMAX, S. A. DE C. V.",VILLAS DEL PARQUE,66070,GENERAL ESCOBEDO,Nuevo Leon,Petro Seven,15.79,17.59,
-116.6105,31.88323,2513,"PETROMAX, S. A. DE C. V.",CARLOS PACHECO. ENSENADA,22810,ENSENADA,Baja California,Petro Seven,14.29,15.89,
-103.2741,20.62028,2468,"PETROMAX, S. A. DE C. V.",SANTA CRUZ DE LAS HUERTAS,45400,TONALÁ,Jalisco,Petro Seven,15.49,16.49,
-98.29431,26.06401,2506,"PETROMAX, S. A. DE C. V.",LONGORIA,88750,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-100.2869,25.75716,2343,"PETROMAX, S. A. DE C. V.",CENTRO,66400,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,Petro Seven,16.69,18.09,
-98.27705,26.00909,2274,"PETROMAX, S. A. DE C. V.",BENITO JUÁREZ,88500,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-99.10677,19.63609,2098,"PETROMAX, S. A. DE C. V.",VILLAS DE LAS FLORES,55715,COACALCO DE BERRIOZÁBAL,Estado de Mexico,Petro Seven,16.04,17.16,
-100.0855,25.63737,2548,"PETROMAX, S. A. DE C. V.",HACIENDA LA MORENA,67265,JUÁREZ,Nuevo Leon,Petro Seven,14.69,16.49,
-100.261,25.79039,2194,"PETROMAX, S. A. DE C. V.",S/C,66635,APODACA,Nuevo Leon,Petro Seven,16.29,17.99,
-98.19566,26.0128,2405,"PETROMAX, S. A. DE C. V.",EJIDO EL GUERREÑO,88850,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-98.37684,26.05171,2376,"PETROMAX, S. A. DE C. V.",CAMPESTRE,88730,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-100.2365,25.6788,2055,"PETROMAX, S. A. DE C. V.",LA FUENTE,67150,GUADALUPE,Nuevo Leon,Petro Seven,14.69,16.49,
-100.9898,25.38848,2161,"PETROMAX, S. A. DE C. V.",VALLE DORADO,25069,SALTILLO,Coahuila,Petro Seven,14.99,16.79,19.19
-100.4021,25.67,2521,"PETROMAX, S. A. DE C. V.",LUCIO BLANCO,64480,SAN PEDRO GARZA GARCÍA,Nuevo Leon,Petro Seven,16.89,18.29,
-100.184,25.65562,2049,"PETROMAX, S. A. DE C. V.",RINCÓN DE GUADALUPE,67193,GUADALUPE,Nuevo Leon,Petro Seven,15.19,16.69,19.99
-100.2726,25.73174,2063,"YLIGARZA, S. A. DE C. V.",PEDREGAL DE SANTO DOMINGO,66440,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,PEMEX,14.99,16.49,
-100.2403,25.71573,2147,"PETROMAX, S. A. DE C. V.",HACIENDA LOS MORALES,66440,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,Petro Seven,16.89,18.29,
-100.3628,25.71314,2203,"PETROMAX, S. A. DE C. V.",BUROCRATAS DEL ESTADO,64660,MONTERREY,Nuevo Leon,Petro Seven,15.99,17.39,
-103.4483,25.54146,2299,"PETROMAX, S. A. DE C. V.",CENTRO,27000,TORREÓN,Coahuila,Petro Seven,16.19,16.99,
-100.3175,25.72574,2352,"PETROMAX, S. A. DE C. V.",HOGARES FERROCARRILEROS,64260,MONTERREY,Nuevo Leon,Petro Seven,16.79,18.19,
-100.2535,25.72883,2534,"PETROMAX, S. A. DE C. V.",HACIENDA SANTO DOMINGO,66490,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,Petro Seven,16.89,18.29,
-98.29046,26.09215,2473,"PETROMAX, S. A. DE C. V.",ALQUILES SERDAN TAMAULIPAS,88540,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-100.3575,25.69688,2244,"PETROMAX, S. A. DE C. V.",LAS CUMBRES,64610,MONTERREY,Nuevo Leon,Petro Seven,16.89,18.29,
-100.273,25.76927,2178,"PETROMAX, S. A. DE C. V.",LA NOGALERA,66417,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,Petro Seven,16.89,18.29,
-100.1915,25.72328,2114,"PETROMAX, S. A. DE C. V.",HACIENDA SAN MIGUEL,67110,GUADALUPE,Nuevo Leon,Petro Seven,16.89,18.29,
-106.1183,28.62766,2530,"PETROMAX, S. A. DE C. V.",VISTAS DEL SOL,31217,CHIHUAHUA,Chihuahua,Petro Seven,15.19,16.79,19.39
-100.1725,25.75881,2439,"PETROMAX, S. A. DE C. V.",HUINALA,66640,APODACA,Nuevo Leon,Petro Seven,16.39,17.89,
-99.05198,19.54947,2190,"PETROMAX, S. A. DE C. V.",JARDINES DE SANTA CLARA,55450,ECATEPEC DE MORELOS,Estado de Mexico,Petro Seven,15.29,15.99,19.49
-97.50922,25.85519,2564,"PETROMAX, S. A. DE C. V.",SANTA ANA,87380,MATAMOROS,Tamaulipas,Petro Seven,11.39,13.49,19.29
-98.32381,26.07018,2418,"PETROMAX, S. A. DE C. V.",LAS FUENTES,88710,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-103.3228,25.53419,2108,"PETROMAX, S. A. DE C. V.",EJIDO EL AGUILA,27275,TORREÓN,Coahuila,Petro Seven,16.19,17.29,
-100.2961,25.75637,2271,"PETROMAX, S. A. DE C. V.",S/C,64400,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,Petro Seven,16.29,17.39,
-100.3196,25.70392,2385,"PETROMAX, S. A. DE C. V.",BELLA VISTA,64670,MONTERREY,Nuevo Leon,Petro Seven,16.89,18.29,
-98.35571,26.06025,2081,"PETROMAX, S. A. DE C. V.",LOMAS DE LA JARACHINA,88730,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-100.2367,25.86027,2406,"PETROMAX, S. A. DE C. V.",S/C,66600,APODACA,Nuevo Leon,Petro Seven,16.69,18.19,
-98.27101,26.08634,2369,"PETROMAX, S. A. DE C. V.",DEL PRADO,88560,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-97.44485,25.83842,2051,"PETROMAX, S. A. DE C. V.",LOS CEDROS,84709,MATAMOROS,Tamaulipas,Petro Seven,11.49,16.6,
-115.3865,32.63511,2086,"PETROMAX, S. A. DE C. V.",HACIENDA DORADA,21399,MEXICALI,Baja California,Petro Seven,13.79,15.09,19.29
-98.29977,26.03787,2043,"PETROMAX, S. A. DE C. V.",LUIS DONALDO COLOSIO,88793,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-100.2974,25.75324,2416,"PETROMAX, S. A. DE C. V.",CENTRO,66400,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,Petro Seven,16.29,17.39,
-100.4599,25.66529,2472,"PETROMAX, S. A. DE C. V.",INFONAVIT LA HUASTECA,66354,SANTA CATARINA,Nuevo Leon,Petro Seven,16.69,18.09,
-100.5097,25.69306,2456,"PETROMAX, S. A. DE C. V.",PUERTA DE LAS MITRAS,66367,SANTA CATARINA,Nuevo Leon,Petro Seven,15.79,17.89,
-100.3206,25.78637,2228,"PETROMAX, S. A. DE C. V.",LOMAS DE ESCOBEDO,66056,GENERAL ESCOBEDO,Nuevo Leon,Petro Seven,15.79,17.69,19.89
-100.2963,25.82625,2094,"PETROMAX, S. A. DE C. V.",ANDRES CABALLERO MORENO,66080,GENERAL ESCOBEDO,Nuevo Leon,Petro Seven,16.69,17.89,19.99
-98.31477,26.04473,2493,"PETROMAX, S. A. DE C. V.",RENACIMIENTO,88756,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-98.38633,26.04917,2111,"PETROMAX, S. A. DE C. V.",CONDADOS DEL NORTE,88780,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-98.27431,25.98758,2461,"PETROMAX, S. A. DE C. V.",CAMINO A LA RETAMA,88855,REYNOSA,Tamaulipas,Petro Seven,11.69,14.19,
-100.1302,25.70155,2103,"PETROMAX, S. A. DE C. V.",LABOR DEL CORRIENTON,66600,APODACA,Nuevo Leon,Petro Seven,15.89,17.99,19.99
-100.4674,25.69789,2338,"PETROMAX, S. A. DE C. V.",RINCON DEL PONIENTE,66368,SANTA CATARINA,Nuevo Leon,Petro Seven,16.69,18.09,
-100.243,25.76412,2500,"PETROMAX, S. A. DE C. V.",LOS FRESNOS INFONAVIT,66636,APODACA,Nuevo Leon,Petro Seven,16.49,17.89,
-100.5805,25.78744,2261,"PETROMAX, S. A. DE C. V.",PRIVADA DE LAS VILLAS,66600,GARCÍA,Nuevo Leon,Petro Seven,16.89,18.09,
-99.0914,19.6322,2235,"PETROMAX, S. A. DE C. V.",COACALCO,55715,COACALCO DE BERRIOZÁBAL,Estado de Mexico,Petro Seven,16.02,17.14,
-100.2871,25.73661,2480,"PETROMAX, S. A. DE C. V.",HACIENDA LAS PUENTES,66465,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,Petro Seven,15.99,17.59,
-100.253,25.73068,2219,"PETROMAX, S. A. DE C. V.",LAGRANGE,66440,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,Petro Seven,16.89,18.29,
-115.4722,32.60843,2097,"PETROMAX, S. A. DE C. V.",DESARROLLO URBANO XOCHIMILCO,21380,MEXICALI,Baja California,Petro Seven,13.79,15.99,18.99
-100.3921,25.67348,2286,"PETROMAX, S. A. DE C. V.",SANTA MARÍA,64019,MONTERREY,Nuevo Leon,Petro Seven,16.89,18.29,
-100.264,25.82103,2224,"PETROMAX, S. A. DE C. V.",BALCONES DEL NORTE,66613,APODACA,Nuevo Leon,Petro Seven,16.89,18.29,
-101.0159,25.41419,2434,"PETROMAX, S. A. DE C. V.",RICARDO FLORES MAGÓN,25085,SALTILLO,Coahuila,Petro Seven,14.69,16.19,19.29
-116.9097,32.51204,2275,"PETROMAX, S. A. DE C. V.",AMPLAICIÓN GABRIEL RIDRIGUEZ,22579,TIJUANA,Baja California,Petro Seven,13.8,16.99,
-100.397,25.76518,2520,"PETROMAX, S. A. DE C. V.",CD. SOLIDARIDAD,64100,MONTERREY,Nuevo Leon,Petro Seven,15.49,16.49,
-98.40625,26.04127,2358,"PETROMAX, S. A. DE C. V.",REAL DE JARACHINA,88500,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-100.2729,25.68494,2349,"PETROMAX, S. A. DE C. V.",FIERRO CD.,64590,MONTERREY,Nuevo Leon,Petro Seven,16.89,18.29,
-100.2486,25.78408,2401,"PETROMAX, S. A. DE C. V.",MEROPLEX,66635,APODACA,Nuevo Leon,Petro Seven,15.59,16.49,
-98.29394,26.07309,2481,"PETROMAX, S. A. DE C. V.",PROLONGACIÓN LONGORIA,88699,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-98.35895,26.05935,2347,"PETROMAX, S. A. DE C. V.",LOMAS DE JARACHINA,88730,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-100.998,25.45015,2374,"PETROMAX, S. A. DE C. V.",S/C,25298,SALTILLO,Coahuila,Petro Seven,15.49,16.79,
-100.2887,25.76551,2447,"PETROMAX, S. A. DE C. V.",RESIDENCIAL DEL ROBLE,66414,SAN NICOLÁS DE LOS GARZA,Nuevo Leon,Petro Seven,16.69,18.09,
-98.33501,26.06836,2187,"PETROMAX, S. A. DE C. V.",CASA BELLA,88747,REYNOSA,Tamaulipas,Petro Seven,12.29,14.19,
-99.18764,19.38079,2411,"PETROMAX, S. A. DE C. V.",NONOALCO,3700,BENITO JUÁREZ,Ciudad de Mexico,Petro Seven,15.77,16.84,
-101.1545,19.70107,2305,"GRUPO OCTANO, S. A. DE C. V.",SAN RAFAEL,58255,MORELIA,Michoacan,Octano,15.48,15.98,19.45
-104.8968,21.49442,2134,"GRUPO OCTANO, S. A. DE C. V.",PEÑITAS,63167,TEPIC,Nayarit,Octano,16.99,17.99,
-103.6072,20.73159,2544,"GRUPO OCTANO, S. A. DE C. V.",LA HERRADURA,45221,ZAPOPAN,Jalisco,Octano,15.98,16.98,18.96
-100.9274,25.44151,2068,"PETROMAX, S. A. DE C. V.",MANANTIALES DE LA AURORA,25034,SALTILLO,Coahuila,Petro Seven,15.39,16.79,
-100.9678,25.49093,2433,"PETROMAX, S. A. DE C. V.",LOS RODRIGUEZ,25206,SALTILLO,Coahuila,Petro Seven,15.09,16.49,
-100.245,25.84843,2509,"PETROMAX, S. A. DE C. V.",SANTA ROSA,66604,APODACA,Nuevo Leon,Petro Seven,16.69,18.19,19.89
-103.4968,25.59786,2175,"PETROMAX, S. A. DE C. V.",GOMEZ PALACIO,35070,GÓMEZ PALACIO,Durango,Petro Seven,15.99,16.49,19.49
-103.2512,20.45484,2351,"PETROMAX, S. A. DE C. V.",LA CALERA SUR PONIENTE,45640,TLAJOMULCO DE ZÚÑIGA,Jalisco,Petro Seven,15.49,16.99,
-100.3987,25.76576,2329,"PETROMAX, S. A. DE C. V.",CD. SOLIDARIDAD,64100,MONTERREY,Nuevo Leon,Petro Seven,15.49,16.49,
-99.27599,19.40762,2441,"FUENTE DE CARGA FRIGGA, S. A. DE C. V.",SAN FERNANDO LA HERRADURA,52764,HUIXQUILUCAN,Estado de Mexico,CorpoGas,16.49,17.99,18.99
-99.07566,19.64,2449,"SERVICIO GRANADA, S. A. DE C. V.",SAN LORENZO TETLIXTAC,55714,COACALCO DE BERRIOZÁBAL,Estado de Mexico,CorpoGas,14.99,17.49,19.49
-99.11606,19.74912,2079,"GASOLINERÍA PERSEO, S. A. DE C. V.",CENTRAL NEXTLALPAN,55790,NEXTLALPAN,Estado de Mexico,CorpoGas,14.79,17.99,18.99
-99.27911,19.38935,2549,"OPERADORA ALIANZA DE ESTACIONES DE SERVICIO, S. A. DE C. V.",SAN FERNANDO,52765,HUIXQUILUCAN,Estado de Mexico,PEMEX,16.49,17.99,18.99
-99.13498,19.66663,2321,"SERVICIO CALATRAVA, S. A. DE C. V.",EL QUEMADO,54980,TULTEPEC,Estado de Mexico,CorpoGas,15.49,17.49,18.99
-99.13939,19.71715,2140,"INMOBILIARIA SOCOR, S. A. DE C. V.",VISITACIÓN,54890,MELCHOR OCAMPO,Estado de Mexico,CorpoGas,14.99,17.99,18.99
-99.09545,19.37437,2272,"GASOLINERÍA MAGNOLIAS, S. A. DE C. V.",CENTRAL DE ABASTOS,9040,IZTAPALAPA,Ciudad de Mexico,CorpoGas,15.99,16.99,18.99
-99.2491,19.53231,2142,"GASOLINERÍA ITÁLICA, S. A. DE C. V.",LOMA LINDA 1 SECCIÓN,52949,ATIZAPÁN DE ZARAGOZA,Estado de Mexico,CorpoGas,14.99,16.99,18.99
-117.0852,32.52634,2220,"APOYOS Y SUMINISTROS COMERCIALES E INDUSTRIALES, S. A. DE C. V.",FRACCIONAMIENTO EL MIRADOR,22520,TIJUANA,Baja California,CHEVRON,14.29,16.99,18.39
-99.05207,19.57208,2483,"GASOLINERIA CÚPULA, S. A. DE C. V.",SANTA MARÍA TULPETLAC,55400,ECATEPEC DE MORELOS,Estado de Mexico,CorpoGas,15.99,17.49,18.99
-117.0271,32.5279,2053,"CIRCULO DOS, S. A. DE C. V.",ZONA RIO,22320,TIJUANA,Baja California,CHEVRON,14.39,16.99,
-117.0466,32.53171,2064,"ESTACIÓN LA VICTORIA, S. A. DE C. V.",ZONA CENTRO,22000,TIJUANA,Baja California,CHEVRON,14.59,16.99,
-116.9861,32.50862,2307,"SERVICIO CÍBOLA, S. A. DE C. V.",EL PRADO,22105,TIJUANA,Baja California,CHEVRON,14.29,16.99,
-117.0226,32.51045,2066,"ESTACIÓN LA VICTORIA, S. A. DE C. V.",CHULA VISTA,22045,TIJUANA,Baja California,CHEVRON,14.39,16.99,
-117.0602,32.53289,2124,"SERVICIO EL TRIÁNGULO DEL REFUGIO, S. DE R. L. DE C. V.",LINDA VISTA,22054,TIJUANA,Baja California,CHEVRON,14.39,16.99,
-117.0121,32.51887,2552,"ESTACIÓN DE SERVICIO PUERTA DE MÉXICO, S. DE R. L. DE C. V.",ZONA URBANA RÍO TIJUANA,22010,TIJUANA,Baja California,CHEVRON,15.09,16.99,18.39
-116.9871,32.46825,2317,"ESTACIÓN DE SERVICIO SAGITARIO, S. DE R. L. DE C. V.",PARQUE INDUSTRIAL PACÍFICO,22572,TIJUANA,Baja California,CHEVRON,14.29,16.99,17.59
-116.9525,32.43441,2289,"ESTACIÓN DEL ROBLE, S. A. DE C. V.",ZONA CERRIL,22160,TIJUANA,Baja California,CHEVRON,14.59,16.99,18.39
-93.12914,17.90663,2229,"PETRO SERVICIOS DEL SURESTE, S. A. DE C. V.",RANCHERÍA SAN MIGUEL,29500,REFORMA,Chiapas,PEMEX,14.89,15.95,18.18
-116.9668,32.40604,2304,"SERVICIO EL TRIÁNGULO DEL REFUGIO, S. DE R. L. DE C. V.",URBIVILLA DEL PRADO,22170,TIJUANA,Baja California,CHEVRON,15.09,,18.39
-117.0615,32.50606,2512,"GASMAX, S. A. DE C. V.",EL CORTÉZ,22600,TIJUANA,Baja California,CHEVRON,14.29,16.99,18.39
-100.9964,25.46486,2407,"SERVICIOS ENERGÉTICOS PLAZA INDUSTRIAL, S. A. DE C. V.",S/C,25100,SALTILLO,Coahuila,PEMEX,15.79,17.19,19.29
-99.08937,19.82526,2196,"ESTACIÓN DE SERVICIO LA RIOJA, S. A. DE C. V.",BARRIO DE SANTIAGO SEGUNDA SECCIÓN ZUMPANGO,55600,ZUMPANGO,Estado de Mexico,CorpoGas,14.99,16.99,18.99
-99.2403,19.62737,2188,"GASOLINARIA ULISES, S. A. DE C. V.",LAGO DE GUADALUPE,54760,CUAUTITLÁN IZCALLI,Estado de Mexico,CorpoGas,14.99,16.29,18.99
-99.12277,19.65666,2432,"GASOLINERIA VENETO, S. A. DE C. V.",SANTIAGO TEYAHUALCO,54980,TULTEPEC,Estado de Mexico,CorpoGas,15.49,17.49,18.99
-99.13844,19.3231,2071,"GASOMAC, S. A. DE C. V.",PUEBLO DE PABLO TEPETLALPA,4620,COYOACÁN,Ciudad de Mexico,CorpoGas,15.99,17.49,19.49
-101.5306,27.89273,2436,"SERVICIO MUZQUIZ, S. A.",S/C,26340,MÚZQUIZ,Coahuila,PEMEX,14.99,17.5,20.16
-99.24943,19.44123,2316,"SERVICIO LA GUITARRA, S. A. DE C. V.",SAN JOSÉ RÍO HONDO,53810,NAUCALPAN DE JUÁREZ,Estado de Mexico,CorpoGas,16.49,17.99,
-99.05344,19.57203,2569,"GASOLINERIA MALAGA, S. A. DE C. V.",AMPLIACIÓN TULPETLAC,55418,ECATEPEC DE MORELOS,Estado de Mexico,CorpoGas,14.99,16.49,18.49
-117.0529,32.49525,2378,"ESTACIÓN AMBAR, S. DE R. L. DE C. V.",S/C,22164,TIJUANA,Baja California,CHEVRON,14.29,16.99,18.39
-102.4106,22.14957,2109,"MULTISERVICIOS SIGAS, S. A. DE C. V.",CENTRO SAN JOSÉ DE GRACIA,20500,SAN JOSÉ DE GRACIA,Aguascalientes,TOTAL,16.62,18.15,19.89
-117.0118,32.53125,2420,"ESTACIÓN LA VICTORIA, S. A. DE C. V.",LIBERTAD TIJUANA,22300,TIJUANA,Baja California,CHEVRON,14.59,16.99,18.39
-116.6227,32.57238,2270,"ESTACIÓN LA VICTORIA, S. A. DE C. V.",S/C,21400,TECATE,Baja California,CHEVRON,14.29,17.09,18.39
-116.9214,32.47641,2039,"ESTACIÓN DE SERVICIO CALAFIA, S. A. DE C. V.",LIBRAMIENTO TIJUANA,22040,TIJUANA,Baja California,PEMEX,13.79,16.99,17.99
-99.1517,19.33291,2499,"MINI SERVICIO JET, S. A. DE C. V.",LOS REYES CUAJIMALPA DE MORELOS,4000,COYOACÁN,Ciudad de Mexico,CorpoGas,16.49,17.99,
-116.9663,32.51104,2104,"ESTACIÓN RAEL, S. DE R. L. DE C. V.",LOS SANTOS,22104,TIJUANA,Baja California,CHEVRON,14.89,16.99,18.39
-116.9228,32.53723,2373,"ESTACIÓN AMBAR, S. DE R. L. DE C. V.",CIUDAD INDUSTRIAL,22444,TIJUANA,Baja California,CHEVRON,14.99,16.99,17.99
-99.1646,19.26855,2353,"GASOLINERÍA COLEGIO MILITAR, S. A. DE C. V.",SAN PEDRO MARTIR,14650,TLALPAN,Ciudad de Mexico,CorpoGas,15.49,16.49,19.49
-117.0479,32.40914,2455,"JG ESTACIONES DE SERVICIO, S. A. DE C. V.",LOMAS DE ROSARITO,22710,PLAYAS DE ROSARITO,Baja California,CHEVRON,18.99,20.69,20.21
-99.20078,18.91205,2165,"ESTACIÓN DE SERVICIO CÓRDOBA, S. A. DE C. V.",GRANJAS,62460,CUERNAVACA,Morelos,CorpoGas,15.49,15.99,19.99
-116.9643,32.50297,2382,"SERVICIO CÍBOLA, S. A. DE C. V.",S/C,22105,TIJUANA,Baja California,CHEVRON,14.39,,17.99
-116.847,32.4689,2524,"ESTACIÓN RÍO TIJUANA, S. DE R. L. DE C. V.",CAÑADAS DEL FLORIDO II,22244,TIJUANA,Baja California,CHEVRON,14.59,16.99,18.39
-117.0456,32.52269,2502,"SERVICIO EL TRIÁNGULO DEL REFUGIO, S. DE R. L. DE C. V.",INDEPENDENCIA,22055,TIJUANA,Baja California,CHEVRON,14.59,17.99,
-117.0559,32.39319,2380,"SERVICIO CÍBOLA, S. A. DE C. V.",VERACRUZ,22710,PLAYAS DE ROSARITO,Baja California,CHEVRON,15.09,16.79,
-116.9147,32.53901,2225,"ESTACIÓN GRUGAS, S. DE R. L. DE C. V.",CIUDAD INDUSTRIAL,22444,TIJUANA,Baja California,CHEVRON,14.99,16.99,17.99
-117.0165,32.53784,2268,"SERVICIO CÍBOLA, S. A. DE C. V.",LIBERTAD,22400,TIJUANA,Baja California,CHEVRON,14.39,16.99,
-90.04852,20.3788,2242,"ESTACIÓN JARDINES, S. A. DE C. V.",SAN ISIDRO,24900,CALKINÍ,Campeche,PEMEX,16.61,17.76,19.77
-116.844,32.46996,2562,"ESTACIÓN LA VICTORIA, S. A. DE C. V.",HACIENDA SANTA MARÍA,22245,TIJUANA,Baja California,CHEVRON,14.89,16.99,18.39
-101.4273,27.88953,2264,"SERVICIO PALAU, S. A. DE C. V.",CENTRO,26350,MÚZQUIZ,Coahuila,PEMEX,19.7,20.9,21.4
